age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type
29.0,1965.0,1994.0,50.80%,700,1582.8600000000001,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
32.0,1966.0,1998.0,40.00%,700,1248.75,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
35.0,1968.0,2003.0,41.20%,700,1096.68,Macallan,"Duncan Taylor, Speyside Single Malt",Duncan Taylor, Speyside Single Malt
30.0,1971.0,2001.0,56.40%,700,14229.090000000002,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
30.0,1971.0,2001.0,55.90%,700,12283.26,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
22.0,1974.0,1996.0,43.00%,700,411.81000000000006,Macallan,"Blackadder, Speyside Single Malt",Blackadder, Speyside Single Malt
30.0,1974.0,2004.0,56.50%,700,15084.900000000001,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
,1974.0,,43.00%,700,1104.45,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
14.0,1980.0,1994.0,43.00%,750,479.52000000000004,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
19.0,1988.0,2007.0,54.20%,700,219.78000000000003,Macallan Rare Auld,"Duncan Taylor, Speyside Single Malt",Duncan Taylor, Speyside Single Malt
25.0,1989.0,2014.0,54.70%,700,641.58,Macallan Artist Collection,"La Maison du Whisky, Speyside Single Malt",La Maison du Whisky, Speyside Single Malt
25.0,1989.0,2014.0,51.40%,700,465.09000000000003,Macallan,"Sansibar, Speyside Single Malt",Sansibar, Speyside Single Malt
12.0,1989.0,2001.0,60.10%,700,143.19000000000003,Macallan Barrel Selection,"Wilson & Morgan, Speyside Single Malt",Wilson & Morgan, Speyside Single Malt
17.0,1991.0,2008.0,46.00%,700,240.87000000000003,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
20.0,1994.0,2014.0,43.00%,700,133.20000000000002,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
8.0,1996.0,2004.0,46.00%,700,119.88000000000001,Macallan,"Murray McDavid, Speyside Single Malt",Murray McDavid, Speyside Single Malt
12.0,1998.0,2010.0,46.00%,700,169.83,Macallan,"Murray McDavid, Speyside Single Malt",Murray McDavid, Speyside Single Malt
16.0,1975.0,1991.0,40.00%,700,157.62,Macduff Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail, Highlands Single Malt
17.0,1978.0,1995.0,43.00%,50,18.87,Macduff,"Signatory Vintage, Highlands Single Malt",Signatory Vintage, Highlands Single Malt
50.0,1939.0,1989.0,40.00%,50,82.14,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
23.0,1966.0,1989.0,61.40%,750,2167.8300000000004,Macduff,"Antica Casa Marchesi Spinola, Highlands Single Malt",Antica Casa Marchesi Spinola, Highlands Single Malt
19.0,1990.0,2009.0,61.00%,700,775.8900000000001,Miyagikyo Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
9.0,2002.0,2011.0,62.00%,700,448.44000000000005,Miyagikyo Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
22.0,1969.0,1991.0,50.50%,50,31.080000000000002,Mortlach,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
,1977.0,,40.00%,700,633.8100000000001,Mortlach Van Gogh Collection,"Sestante, Speyside Single Malt",Sestante, Speyside Single Malt
25.0,1988.0,2013.0,56.80%,700,169.83,Mortlach Sherry Cask,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
18.0,1988.0,2006.0,59.60%,700,301.92,Mortlach,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
14.0,1990.0,2004.0,43.00%,700,88.80000000000001,Mortlach,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
18.0,1990.0,2008.0,46.00%,700,98.79,Mortlach Cooper´s Choice,"The Vintage Malt Whisky Co Ltd., Speyside Single Malt",The Vintage Malt Whisky Co Ltd., Speyside Single Malt
22.0,1992.0,2014.0,57.10%,700,352.98,Mortlach XOP,"Douglas Laing, Speyside Single Malt",Douglas Laing, Speyside Single Malt
18.0,1979.0,1997.0,40.00%,700,145.41000000000003,Mosstowie Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
22.0,1974.0,1996.0,40.00%,700,209.79000000000002,Brechin Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail, Highlands Single Malt
23.0,1971.0,1994.0,54.70%,200,311.91,North Port Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
14.0,1972.0,1986.0,40.00%,750,281.94,Oban Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail, Highlands Single Malt
15.0,2000.0,2015.0,43.00%,700,68.82000000000001,Oban Distillers Edition,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
21.0,1967.0,1988.0,43.00%,720,3291.15,Karuizawa (Ocean),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
7.0,2009.0,2016.0,62.10%,700,348.54,Octomore Private Cask,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
5.0,2002.0,2007.0,46.00%,700,168.72000000000003,Octomore Futures,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
13.0,1977.0,1990.0,58.40%,50,25.53,Pittyvaich,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
15.0,2002.0,2017.0,59.40%,700,183.15,Port Charlotte Double Wood,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
10.0,2005.0,2015.0,55.10%,700,207.57000000000002,Port Charlotte Islay House (Feis Ile 2016),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
9.0,2001.0,2010.0,59.20%,700,172.05,Port Charlotte PC9,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
11.0,2005.0,2016.0,62.40%,500,139.86,Port Charlotte Cask Exploration (Barcadh nan Tonn),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
10.0,1970.0,,40.00%,750,687.09,Port Ellen Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail, Islay Single Malt
,1974.0,,40.00%,50,43.290000000000006,Port Ellen Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail, Islay Single Malt
27.0,1978.0,2005.0,54.80%,700,721.5000000000001,Port Ellen Old & Rare,"Douglas Laing, Islay Single Malt",Douglas Laing, Islay Single Malt
14.0,1979.0,1993.0,43.00%,50,69.93,Port Ellen,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
,1980.0,,40.00%,50,58.830000000000005,Port Ellen Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail, Islay Single Malt
25.0,1982.0,2007.0,46.00%,700,459.54,Port Ellen Single Cask,"The Queen of the Moorlands, Islay Single Malt",The Queen of the Moorlands, Islay Single Malt
25.0,1982.0,2007.0,51.50%,700,522.8100000000001,Port Ellen,"The Dormant Distillery Company, Islay Single Malt",The Dormant Distillery Company, Islay Single Malt
12.0,1989.0,2001.0,54.70%,700,299.70000000000005,Rosebank Authentic Collection,"Cadenhead, Lowlands Single Malt",Cadenhead, Lowlands Single Malt
20.0,1990.0,2010.0,46.00%,700,299.70000000000005,Rosebank Chieftain´s,"Ian Macleod, Lowlands Single Malt",Ian Macleod, Lowlands Single Malt
16.0,1991.0,2007.0,40.00%,700,249.75000000000003,Rosebank Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail, Lowlands Single Malt
11.0,1993.0,2004.0,50.00%,700,253.08,Rosebank The Old Malt Cask,"Douglas Laing, Lowlands Single Malt",Douglas Laing, Lowlands Single Malt
22.0,1972.0,1994.0,40.00%,700,192.03000000000003,Brackla Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail, Highlands Single Malt
38.0,1976.0,2014.0,52.90%,700,395.16,Brackla,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
10.0,1984.0,1994.0,40.00%,700,153.18,Scapa,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail, Islands Single Malt
30.0,1986.0,2016.0,61.00%,700,1837.0500000000002,Shinshu Mars Komagatake,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
15.0,1975.0,1990.0,60.00%,50,23.310000000000002,Speyburn,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
40.0,1975.0,2015.0,51.30%,700,530.58,Speyside Distillery,"Sansibar, Speyside Single Malt",Sansibar, Speyside Single Malt
34.0,1964.0,1998.0,52.20%,700,2338.77,Springbank Authentic Collection,"Cadenhead, Campbeltown Single Malt",Cadenhead, Campbeltown Single Malt
31.0,1965.0,1996.0,45.30%,500,660.45,Springbank,"The Bottlers, Campbeltown Single Malt",The Bottlers, Campbeltown Single Malt
20.0,1967.0,1987.0,46.00%,50,134.31,Springbank Prestonfield,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
18.0,1973.0,1991.0,57.50%,700,1287.6000000000001,Springbank,"Cadenhead, Campbeltown Single Malt",Cadenhead, Campbeltown Single Malt
10.0,1977.0,1987.0,57.00%,750,1448.5500000000002,Springbank (Italian Import),"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
12.0,1989.0,2001.0,54.60%,700,118.77000000000001,Springbank Rum Wood,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
24.0,1992.0,2016.0,51.70%,700,402.93000000000006,Springbank Art of Whisky,"Elixir Distillers, Campbeltown Single Malt",Elixir Distillers, Campbeltown Single Malt
19.0,1994.0,2013.0,53.10%,700,219.78000000000003,Springbank Duty Paid Sample,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
12.0,1997.0,2009.0,54.40%,700,132.09,Springbank Claret Wood,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
14.0,2002.0,2016.0,57.10%,700,289.71000000000004,Springbank Duty Paid Sample,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
13.0,2003.0,2016.0,57.00%,700,182.04000000000002,Springbank,"Cadenhead, Campbeltown Single Malt",Cadenhead, Campbeltown Single Malt
9.0,2007.0,2016.0,56.70%,700,109.89000000000001,Springbank Bourbon Barrel,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
7.0,2007.0,2014.0,56.90%,700,130.98000000000002,Springbank Single Cask,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
15.0,1965.0,1980.0,40.00%,750,640.47,St Magdalene Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail, Lowlands Single Malt
29.0,1966.0,1995.0,40.00%,700,536.13,St Magdalene Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail, Lowlands Single Malt
30.0,1975.0,2005.0,50.00%,700,909.09,St Magdalene,"Silver Seal, Lowlands Single Malt",Silver Seal, Lowlands Single Malt
33.0,1982.0,2015.0,46.00%,700,516.1500000000001,St Magdalene Rare Old,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail, Lowlands Single Malt
20.0,1978.0,1998.0,62.70%,700,1368.63,St Magdalene (Water),"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
40.0,1955.0,1995.0,40.00%,700,843.6,Strathisla,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
21.0,1972.0,1993.0,62.10%,50,28.860000000000003,Strathisla Cask Strength,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
27.0,1976.0,2003.0,46.00%,700,326.34000000000003,Strathisla Mission,"Murray McDavid, Speyside Single Malt",Murray McDavid, Speyside Single Malt
26.0,1989.0,2015.0,57.60%,500,207.57000000000002,Strathisla Distillery Reserve,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
14.0,2002.0,2016.0,59.80%,700,137.64000000000001,Strathisla Distillery Reserve Collection,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
40.0,1963.0,2003.0,50.00%,700,656.0100000000001,Strathmill The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing, Speyside Single Malt
38.0,1975.0,2013.0,42.10%,700,243.09000000000003,Strathmill,"Malts of Scotland, Speyside Single Malt",Malts of Scotland, Speyside Single Malt
12.0,1980.0,1992.0,60.70%,700,297.48,Strathmill 100.1,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
32.0,1983.0,2015.0,51.00%,700,362.97,Strathmill XOP,"Douglas Laing, Speyside Single Malt",Douglas Laing, Speyside Single Malt
22.0,1992.0,2014.0,50.40%,200,62.160000000000004,Strathmill,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
25.0,1988.0,2013.0,52.40%,700,244.20000000000002,Strathmill,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
37.0,1955.0,1992.0,53.60%,700,2881.5600000000004,Talisker Cask Strength,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail, Islands Single Malt
50.0,1955.0,2005.0,45.00%,700,1733.8200000000002,Talisker Secret Stills (No. 1.1),"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail, Islands Single Malt
13.0,1986.0,1999.0,45.80%,700,196.47000000000003,Talisker Distillers Edition,"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
26.0,1990.0,2016.0,53.30%,700,1837.0500000000002,Talisker Casks of Distinction (Boyao Zhao Selection),"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
14.0,1992.0,2006.0,45.80%,700,107.67000000000002,Talisker Distillers Edition,"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
29.0,1963.0,1992.0,49.40%,750,925.7400000000001,Tamdhu,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
,1966.0,,43.00%,700,479.52000000000004,Tamdhu MacPhails Collection,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
40.0,1971.0,2011.0,43.00%,700,396.27000000000004,Tamdhu MacPhails Collection,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
16.0,1970.0,1986.0,40.00%,750,238.65000000000003,Tamnavulin Stillman´s Dram,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
,1962.0,,42.60%,700,496.17,Tomatin,"Part Nan Angelen, Highlands Single Malt",Part Nan Angelen, Highlands Single Malt
13.0,1976.0,1989.0,60.50%,50,21.090000000000003,Tomatin,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
22.0,1988.0,2010.0,50.60%,700,97.68,Tomatin Scott´s Selection,"Robert Scott & Co, Highlands Single Malt",Robert Scott & Co, Highlands Single Malt
12.0,1989.0,2001.0,57.30%,700,82.14,Tomatin Authentic Collection,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
21.0,1995.0,2016.0,46.00%,700,136.53,Tomatin Limited Edition,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
12.0,2005.0,2017.0,58.30%,700,101.01,Tomatin Bourbon Cask (Distillery Exclusive),"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
30.0,1973.0,2003.0,47.50%,700,254.19000000000003,Tomintoul,"MacGregor, MacDonald Blending Co. Ltd., Speyside Single Malt",MacGregor, MacDonald Blending Co. Ltd.
12.0,1985.0,1997.0,64.40%,700,132.09,Tomintoul,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
15.0,1998.0,2013.0,57.40%,500,76.59,Tormore Cask Strength,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
26.0,1988.0,2014.0,56.00%,700,208.68,Tormore 105.13,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
40.0,1964.0,2004.0,44.20%,700,788.1,Tullibardine Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
44.0,1970.0,2004.0,40.30%,700,758.1300000000001,Tullibardine,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
19.0,1988.0,2007.0,46.00%,700,76.59,Tullibardine,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
,2013.0,,46.00%,700,145.41000000000003,Wolfburn Rigby,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
29.0,1979.0,2008.0,55.00%,700,13482.060000000001,Yamazaki,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,1992.0,,56.00%,700,1131.0900000000001,Yamazaki Suntory Vintage Malt,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,1998.0,,53.00%,700,644.9100000000001,Yamazaki Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
25.0,1988.0,2013.0,62.00%,700,1253.19,Yoichi Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
11.0,1996.0,2007.0,46.00%,700,63.27,Blair Athol Against the Grain,"Oddbins, Highlands Single Malt",Oddbins, Highlands Single Malt
15.0,2000.0,2015.0,44.30%,700,83.25000000000001,Allt-a-Bhainne Old Particular,"Douglas Laing, Speyside Single Malt",Douglas Laing, Speyside Single Malt
22.0,1975.0,1997.0,40.00%,700,274.17,Ardbeg Spirit of Scotland,"Speymalt Whisky Distributors Ltd., Islay Single Malt",Speymalt Whisky Distributors Ltd., Islay Single Malt
10.0,1993.0,2003.0,50.00%,200,74.37,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing, Islay Single Malt
21.0,1994.0,2015.0,47.60%,700,345.21000000000004,Ardbeg,"Maltman, Islay Single Malt",Maltman, Islay Single Malt
,2000.0,,62.20%,700,402.93000000000006,Ardbeg,"Silver Seal, Islay Single Malt",Silver Seal, Islay Single Malt
8.0,2007.0,2015.0,60.90%,700,246.42000000000002,Ardbeg 33.132,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
20.0,1968.0,1988.0,58.40%,750,612.72,Ardmore,"Signatory Vintage, Highlands Single Malt",Signatory Vintage, Highlands Single Malt
20.0,1996.0,2016.0,49.30%,700,93.24000000000001,Ardmore Bourbon and Islay Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
17.0,1998.0,2015.0,57.50%,700,158.73000000000002,Ardmore 66.82,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society, Highlands Single Malt
11.0,2006.0,2017.0,58.90%,700,86.58000000000001,Ardmore 66.108,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society, Highlands Single Malt
19.0,1996.0,2015.0,53.70%,700,144.3,Arran Distillery Exclusive,"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
20.0,1996.0,2016.0,51.90%,700,166.50000000000003,Arran,"North Star Spirits, Islands Single Malt",North Star Spirits, Islands Single Malt
20.0,1996.0,2016.0,51.90%,700,271.95000000000005,Arran,"Thompson's, Islands Single Malt",Thompson's, Islands Single Malt
17.0,2000.0,2017.0,53.00%,700,119.88000000000001,Arran 121.101,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society, Islands Single Malt
21.0,1975.0,1996.0,55.40%,700,249.75000000000003,Auchentoshan,"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
,1975.0,,43.00%,700,300.81,Auchentoshan Single Cask,"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
,1989.0,,45.00%,700,79.92,Auchentoshan Secret Stills (No. 3.2),"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail, Lowlands Single Malt
16.0,2000.0,2016.0,57.70%,700,106.56,Auchentoshan 25.61,"Scotch Malt Whisky Society, Lowlands Single Malt",Scotch Malt Whisky Society, Lowlands Single Malt
18.0,1997.0,2015.0,53.50%,700,96.57000000000001,Auchroisk 95.21,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
11.0,1980.0,1991.0,43.00%,50,31.080000000000002,Aultmore,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
13.0,1989.0,2002.0,45.00%,700,273.06,Aultmore,"Samaroli, Speyside Single Malt",Samaroli, Speyside Single Malt
,2000.0,,46.00%,50,7.7700000000000005,Balblair,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
21.0,1962.0,1983.0,46.00%,750,1115.5500000000002,Balmenach Duthie for Corti (US Import),"R. W. Duthie & Co., Speyside Single Malt",R. W. Duthie & Co., Speyside Single Malt
33.0,1974.0,2007.0,43.00%,700,379.62000000000006,Balmenach Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
10.0,2007.0,2017.0,60.00%,700,72.15,Balmenach 48.91,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
15.0,1974.0,1989.0,57.10%,50,24.42,Balvenie,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
26.0,1978.0,2004.0,46.00%,700,347.43,Banff Chieftain´s,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
51.0,1966.0,2017.0,41.50%,700,2420.9100000000003,Ben Nevis Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
25.0,1991.0,2016.0,53.60%,700,202.02,Ben Nevis,"Signatory Vintage, Highlands Single Malt",Signatory Vintage, Highlands Single Malt
16.0,1998.0,2014.0,52.10%,700,87.69000000000001,Ben Nevis,"Lady of the Glen, Highlands Single Malt",Lady of the Glen, Highlands Single Malt
15.0,1998.0,2013.0,56.10%,700,254.19000000000003,Ben Nevis Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
12.0,2005.0,2017.0,53.10%,700,107.67000000000002,BenRiach,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
10.0,2007.0,2017.0,62.20%,700,102.12,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
14.0,1965.0,1979.0,45.71%,1326,435.12000000000006,Benromach,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
42.0,1969.0,2011.0,42.60%,700,742.59,Benromach Sherry Cask,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
18.0,1982.0,2000.0,61.00%,700,178.71,Benromach Cask Strength,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
8.0,1999.0,2007.0,53.00%,700,84.36000000000001,Benromach Second Release,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
34.0,1958.0,1992.0,43.50%,700,1139.97,Bladnoch,"Cadenhead, Lowlands Single Malt",Cadenhead, Lowlands Single Malt
16.0,1980.0,1996.0,43.00%,50,21.090000000000003,Bladnoch,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage, Lowlands Single Malt
,1967.0,,46.00%,750,932.4000000000001,Blair Athol Duthie for Corti (US Import),"R. W. Duthie & Co., Highlands Single Malt",R. W. Duthie & Co., Highlands Single Malt
28.0,1988.0,2016.0,51.80%,700,236.43,Blair Athol Authentic Collection,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
18.0,1995.0,2013.0,50.00%,700,76.59,Blair Athol The Old Malt Cask,"Hunter Laing, Highlands Single Malt",Hunter Laing, Highlands Single Malt
23.0,1993.0,2017.0,58.40%,700,331.89000000000004,Blair Athol 2017 Release (Special Release),"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
13.0,1990.0,2003.0,50.00%,200,16.650000000000002,Blair Athol,"Douglas Laing, Highlands Single Malt",Douglas Laing, Highlands Single Malt
14.0,1956.0,1970.0,43.00%,750,2142.3,Bowmore Sherry Cask,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
11.0,1969.0,1980.0,43.00%,750,1686.0900000000001,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
26.0,1987.0,2013.0,46.00%,700,334.11,Bowmore 3.228,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
25.0,1991.0,2016.0,54.90%,700,200.91000000000003,Bowmore Càrn Mòr,"Scottish Liqueur Centre, Islay Single Malt",Scottish Liqueur Centre, Islay Single Malt
13.0,1995.0,2008.0,54.60%,700,297.48,Bowmore Maltmen´s Selection,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
17.0,1998.0,2015.0,57.30%,700,224.22000000000003,Bowmore Hand Filled (11th Edition),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
18.0,1998.0,2016.0,57.10%,700,152.07000000000002,Bowmore 3.301,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
13.0,2000.0,2013.0,59.90%,700,79.92,Bowmore Cask Collection,"Dewar Rattray, Islay Single Malt",Dewar Rattray, Islay Single Malt
7.0,2000.0,2007.0,57.10%,700,174.27,Bowmore (Feis Ile 2007),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
14.0,2003.0,2017.0,55.10%,700,93.24000000000001,Bowmore Small Batch,"Cadenhead, Islay Single Malt",Cadenhead, Islay Single Malt
15.0,1979.0,1994.0,43.00%,50,29.970000000000002,Braes of Glenlivet,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
25.0,1989.0,2014.0,46.00%,700,115.44000000000001,Braes of Glenlivet,"Morrison and MacKay, Speyside Single Malt",Morrison and MacKay, Speyside Single Malt
10.0,2006.0,2016.0,57.90%,700,91.02000000000001,Breath of Speyside,"Adelphi,  Single Malt",Adelphi,  Single Malt
21.0,1977.0,1998.0,56.90%,700,805.8600000000001,Brora Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
19.0,1981.0,2000.0,60.40%,700,695.97,Brora,"The Bottlers, Highlands Single Malt",The Bottlers, Highlands Single Malt
33.0,1982.0,2015.0,46.00%,700,816.96,Brora Rare Old,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail, Highlands Single Malt
17.0,1964.0,1981.0,43.00%,750,485.07000000000005,Bruichladdich (Old Style),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
28.0,1969.0,1997.0,54.30%,700,496.17,Bruichladdich Cask Strength (Italian Import),"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail, Islay Single Malt
32.0,1970.0,2002.0,44.20%,700,772.5600000000001,Bruichladdich,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
30.0,1973.0,2003.0,40.20%,750,607.1700000000001,Bruichladdich,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
16.0,1979.0,1995.0,43.00%,50,36.63,Bruichladdich,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
15.0,1986.0,2001.0,53.50%,500,166.50000000000003,Bruichladdich Valinch (Team Bruichladdich),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
